StudyID,Subgroup,Age_Group,Country,Device_Brand,Sampling_Rate_Hz,Sleep_Objective_Yes_No,Behavior,Minutes,Mean_Type,StudyID_display
"Dumuid, Maher, Lewis (2018) (Kenya)",Kenya,Children,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",Actigraph,80,Yes,MVPA,NR,Arithmetic,"Dumuid, Maher, Lewis (2018) (Kenya) (Kenya)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,Sleep,NR,Arithmetic,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,SB,NR,Arithmetic,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,LPA,NR,Arithmetic,"Talarico, Janssen (2018)  (Full)"
"Talarico, Janssen (2018) ",Full,Children,Canada,Philips Respironics,NR,Yes,MVPA,NR,Arithmetic,"Talarico, Janssen (2018)  (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,Sleep,401.9,Arithmetic,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,SB,,Arithmetic,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,LPA,,Arithmetic,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Janurek, Abdel Hadi, Mojzisch (2018)",Full,Adult,Germany,ActiGraph,30,Yes,MVPA,184.6,Arithmetic,"Janurek, Abdel Hadi, Mojzisch (2018) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,Sleep,568,Arithmetic,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,SB,551,Arithmetic,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,LPA,250,Arithmetic,"Dumuid, Wake, Clifford (2019) (Full)"
"Dumuid, Wake, Clifford (2019)",Full,Children,Australia,Activinsights Ltd,50,Yes,MVPA,63,Arithmetic,"Dumuid, Wake, Clifford (2019) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,Sleep,NR,Arithmetic,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,SB,NR,Arithmetic,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,LPA,NR,Arithmetic,"Powell, Browne, Carson (2020) (Full)"
"Powell, Browne, Carson (2020)",Full,,Ireland,PAL Technologies,20,Yes,MVPA,NR,Arithmetic,"Powell, Browne, Carson (2020) (Full)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,Sleep,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,SB,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,LPA,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Children,Children,Czechia,ActiGraph,100,Yes,MVPA,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Children)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,Sleep,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,SB,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,LPA,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Gba, Dygr_n, _tefelov (2020)",Adolescents,Children,Czechia,ActiGraph,100,Yes,MVPA,NR,Arithmetic,"Gba, Dygr_n, _tefelov (2020) (Adolescents)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,Sleep,569.1,Arithmetic,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,SB,672.4,Arithmetic,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,LPA,162.3,Arithmetic,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Complete Sample,Children,Australia,Activinsights,50,Yes,MVPA,28.7,Arithmetic,"Dumuid, Simm, Wake (2020) (Complete Sample)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,Sleep,567.5,Arithmetic,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,SB,667.9,Arithmetic,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,LPA,163.6,Arithmetic,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Boys,Children,Australia,Activinsights,50,Yes,MVPA,35.7,Arithmetic,"Dumuid, Simm, Wake (2020) (Boys)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,Sleep,570.6,Arithmetic,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,SB,676.8,Arithmetic,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,LPA,161,Arithmetic,"Dumuid, Simm, Wake (2020) (Girls)"
"Dumuid, Simm, Wake (2020)",Girls,Children,Australia,Activinsights,50,Yes,MVPA,21.8,Arithmetic,"Dumuid, Simm, Wake (2020) (Girls)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,Sleep,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,SB,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,LPA,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Workday,,Japan,Omron,NR,No,MVPA,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,Sleep,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,SB,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,LPA,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Kitano, Kai, Jindo (2020)",Non-workday,,Japan,Omron,NR,No,MVPA,NR,Arithmetic,"Kitano, Kai, Jindo (2020) (Non-workday)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,Sleep,NR,Arithmetic,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,SB,NR,Arithmetic,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,LPA,NR,Arithmetic,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020)",Full,,USA,ActiGraph,NR,No,MVPA,NR,Arithmetic,"Del Pozo Cruz, Alfonso-Rosa, McGregor (2020) (Full)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,Sleep,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,SB,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,LPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Depression,,Sweden,ActiGraph,30,No,MVPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Depression)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,Sleep,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,SB,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,LPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,MVPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,Sleep,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,SB,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,LPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,MVPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,Sleep,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,SB,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,LPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,MVPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,Sleep,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,SB,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,LPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,MVPA,NR,Arithmetic,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,Sleep,NR,Arithmetic,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,SB,NR,Arithmetic,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,LPA,NR,Arithmetic,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,MVPA,NR,Arithmetic,"Curtis, Dumuid, Olds (2020) (Full)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,Sleep,NR,Arithmetic,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,SB,NR,Arithmetic,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,LPA,NR,Arithmetic,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,MVPA,NR,Arithmetic,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,Sleep,418,Arithmetic,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,SB,10h05m,Arithmetic,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,LPA,6h40m,Arithmetic,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,MVPA,17m,Arithmetic,"Clarke, Janssen (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,Sleep,575,Arithmetic,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,SB,685,Arithmetic,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,LPA,160,Arithmetic,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,MVPA,20,Arithmetic,"Dumuid, Wake, Burgner (2021) (NR)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,Sleep,571,Arithmetic,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,SB,688,Arithmetic,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,LPA,159,Arithmetic,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,MVPA,23,Arithmetic,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,Sleep,544,Arithmetic,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,SB,614,Arithmetic,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,LPA,213,Arithmetic,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,MVPA,69,Arithmetic,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,Sleep,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,SB,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,LPA,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,MVPA,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,Sleep,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,SB,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,LPA,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,MVPA,NR,Arithmetic,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,Sleep,414,Arithmetic,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,SB,624,Arithmetic,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,LPA,384,Arithmetic,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,MVPA,18,Arithmetic,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,Sleep,No,Arithmetic,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,SB,NR,Arithmetic,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,LPA,NR,Arithmetic,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,MVPA,NR,Arithmetic,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
,Full,Unknown,,,,,Sleep,,Arithmetic,
,Full,Unknown,,,,,SB,,Arithmetic,
,Full,Unknown,,,,,LPA,,Arithmetic,
,Full,Unknown,,,,,MVPA,,Arithmetic,
"Chastin, Palarea-Albaladejo, Dontje (2015)",Full,Adult,USA,Actigraph,NR,No,Sleep,413.424,Geometric,"Chastin, Palarea-Albaladejo, Dontje (2015) (Full)"
"Chastin, Palarea-Albaladejo, Dontje (2015)",Full,Adult,USA,Actigraph,NR,No,SB,584.352,Geometric,"Chastin, Palarea-Albaladejo, Dontje (2015) (Full)"
"Chastin, Palarea-Albaladejo, Dontje (2015)",Full,Adult,USA,Actigraph,NR,No,LPA,420.912,Geometric,"Chastin, Palarea-Albaladejo, Dontje (2015) (Full)"
"Chastin, Palarea-Albaladejo, Dontje (2015)",Full,Adult,USA,Actigraph,NR,No,MVPA,21.312,Geometric,"Chastin, Palarea-Albaladejo, Dontje (2015) (Full)"
"Carson, Tremblay, Chaput (2016)",Full,Children,Canada,Actical,NR,No,Sleep,578.6,Geometric,"Carson, Tremblay, Chaput (2016) (Full)"
"Carson, Tremblay, Chaput (2016)",Full,Children,Canada,Actical,NR,No,SB,547.3,Geometric,"Carson, Tremblay, Chaput (2016) (Full)"
"Carson, Tremblay, Chaput (2016)",Full,Children,Canada,Actical,NR,No,LPA,263.4,Geometric,"Carson, Tremblay, Chaput (2016) (Full)"
"Carson, Tremblay, Chaput (2016)",Full,Children,Canada,Actical,NR,No,MVPA,50.7,Geometric,"Carson, Tremblay, Chaput (2016) (Full)"
"Fairclough, Dumuid, Taylor (2017)",Full,Children,England,ActiGraph,30,Yes,Sleep,548.6,Geometric,"Fairclough, Dumuid, Taylor (2017) (Full)"
"Fairclough, Dumuid, Taylor (2017)",Full,Children,England,ActiGraph,30,Yes,SB,510.3,Geometric,"Fairclough, Dumuid, Taylor (2017) (Full)"
"Fairclough, Dumuid, Taylor (2017)",Full,Children,England,ActiGraph,30,Yes,LPA,354.8,Geometric,"Fairclough, Dumuid, Taylor (2017) (Full)"
"Fairclough, Dumuid, Taylor (2017)",Full,Children,England,ActiGraph,30,Yes,MVPA,26.4,Geometric,"Fairclough, Dumuid, Taylor (2017) (Full)"
"Fairclough, Dumuid, Taylor (2017)",Underweight,Children,England,ActiGraph,30,Yes,Sleep,546,Geometric,"Fairclough, Dumuid, Taylor (2017) (Underweight)"
"Fairclough, Dumuid, Taylor (2017)",Underweight,Children,England,ActiGraph,30,Yes,SB,488.1,Geometric,"Fairclough, Dumuid, Taylor (2017) (Underweight)"
"Fairclough, Dumuid, Taylor (2017)",Underweight,Children,England,ActiGraph,30,Yes,LPA,370.9,Geometric,"Fairclough, Dumuid, Taylor (2017) (Underweight)"
"Fairclough, Dumuid, Taylor (2017)",Underweight,Children,England,ActiGraph,30,Yes,MVPA,35,Geometric,"Fairclough, Dumuid, Taylor (2017) (Underweight)"
"Fairclough, Dumuid, Taylor (2017)",Normal weight,Children,England,ActiGraph,30,Yes,Sleep,545.6,Geometric,"Fairclough, Dumuid, Taylor (2017) (Normal weight)"
"Fairclough, Dumuid, Taylor (2017)",Normal weight,Children,England,ActiGraph,30,Yes,SB,509.3,Geometric,"Fairclough, Dumuid, Taylor (2017) (Normal weight)"
"Fairclough, Dumuid, Taylor (2017)",Normal weight,Children,England,ActiGraph,30,Yes,LPA,356.2,Geometric,"Fairclough, Dumuid, Taylor (2017) (Normal weight)"
"Fairclough, Dumuid, Taylor (2017)",Normal weight,Children,England,ActiGraph,30,Yes,MVPA,28.9,Geometric,"Fairclough, Dumuid, Taylor (2017) (Normal weight)"
"Fairclough, Dumuid, Taylor (2017)",Overweight/obese,Children,England,ActiGraph,30,Yes,Sleep,557.1,Geometric,"Fairclough, Dumuid, Taylor (2017) (Overweight/obese)"
"Fairclough, Dumuid, Taylor (2017)",Overweight/obese,Children,England,ActiGraph,30,Yes,SB,520.9,Geometric,"Fairclough, Dumuid, Taylor (2017) (Overweight/obese)"
"Fairclough, Dumuid, Taylor (2017)",Overweight/obese,Children,England,ActiGraph,30,Yes,LPA,343.9,Geometric,"Fairclough, Dumuid, Taylor (2017) (Overweight/obese)"
"Fairclough, Dumuid, Taylor (2017)",Overweight/obese,Children,England,ActiGraph,30,Yes,MVPA,18.1,Geometric,"Fairclough, Dumuid, Taylor (2017) (Overweight/obese)"
"Dumuid, Stanford, Pedi_i_ (2018) (Full)",Full,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,558,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Full) (Full)"
"Dumuid, Stanford, Pedi_i_ (2018) (Full)",Full,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,516,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Full) (Full)"
"Dumuid, Stanford, Pedi_i_ (2018) (Full)",Full,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,304,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Full) (Full)"
"Dumuid, Stanford, Pedi_i_ (2018) (Full)",Full,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,62,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Full) (Full)"
"Dumuid, Stanford, Pedi_i_ (2018) (Girls)",Girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,564,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Girls) (Girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Girls)",Girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,520,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Girls) (Girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Girls)",Girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,301,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Girls) (Girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Girls)",Girls,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,55,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Girls) (Girls)"
"Dumuid, Stanford, Pedi_i_ (2018) (Boys)",Boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,550,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Boys) (Boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Boys)",Boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,510,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Boys) (Boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Boys)",Boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,308,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Boys) (Boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Boys)",Boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,72,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Boys) (Boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys)",Normal weight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,Sleep,551,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys) (Normal weight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys)",Normal weight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,SB,506,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys) (Normal weight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys)",Normal weight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,LPA,307,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys) (Normal weight boys)"
"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys)",Normal weight boys,Children,"Australia, Canada, United Kingdom, Finland",Actigraph,NR,Yes,MVPA,75,Geometric,"Dumuid, Stanford, Pedi_i_ (2018) (Normal weight boys) (Normal weight boys)"
