StudyID,StudyID_display,Year,Age_Group,Subgroup,Device_Brand,Device_Type,Country,Sampling_Rate_Hz,Sleep_Measurement_Type,Behavior,Mean_Type,Minutes
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,Sleep,Geometric,544.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,SB,Arithmetic,614.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,SB,Geometric,614.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,LPA,Arithmetic,213.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,LPA,Geometric,213.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,MVPA,Arithmetic,69.0
"Chong, Parrish, Cliff (2021)","Chong, Parrish, Cliff (2021)",2021,,Children T1 cross-sectional sample,GENEActiv,Accelerometer,Australia,75,Objective + Subjective,MVPA,Geometric,69.0
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,Sleep,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,Sleep,Geometric,580.6
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,SB,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,SB,Geometric,211.2
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,LPA,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,LPA,Geometric,60.1
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,MVPA,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,,Primary school children,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,MVPA,Geometric,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,Sleep,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,Sleep,Geometric,693.6
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,SB,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,SB,Geometric,205.6
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,LPA,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,LPA,Geometric,41.6
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,MVPA,Arithmetic,
"Fairclough, Tyler, Dainty (2021)","Fairclough, Tyler, Dainty (2021)",2021,Adolescents,Secondary school adolescents,ActiGraph,Triaxial accelerometer,United Kingdom,100,Objective + Subjective,MVPA,Geometric,
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,Sleep,Arithmetic,414.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,Sleep,Geometric,420.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,SB,Arithmetic,624.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,SB,Geometric,630.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,LPA,Arithmetic,384.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,LPA,Geometric,378.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,MVPA,Arithmetic,18.0
"McGregor, Palarea-Albaladejo, Dall (2021)","McGregor, Palarea-Albaladejo, Dall (2021)",2021,,Complete Sample,Actigraph,Accelerometer,USA,NR,Subjective only,MVPA,Geometric,12.0
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Geometric,515.7
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Geometric,496.9
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Geometric,381.8
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Geometric,45.6
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Geometric,483.8
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Geometric,512.9
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Geometric,395.9
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Geometric,47.4
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,Sleep,Geometric,558.2
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,SB,Geometric,475.6
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,LPA,Geometric,363.2
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Arithmetic,
"Farrahi, Kangas, Walmsley (2020)","Farrahi, Kangas, Walmsley (2020)",2020,,compositions; robCompositions,Hookie,Triaxial accelerometer,Finland,100,Subjective only,MVPA,Geometric,43.0
