StudyID,StudyID_display,Year,Age_Group,Subgroup,Device_Brand,Device_Type,Country,Sampling_Rate_Hz,Sleep_Measurement_Type,Behavior,Mean_Type,Minutes
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,579.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,508.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,291.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,England,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,62.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,555.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,521.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,308.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Canada,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,56.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,523.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,547.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,301.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Finland,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,69.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,508.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,571.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,308.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Portugal,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,53.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,542.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,531.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,320.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,USA,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,48.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,526.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,514.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,345.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Brazil,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,55.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,531.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,508.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,337.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Colombia,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,65.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,531.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,573.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,293.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,China,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,43.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,523.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,526.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,345.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,India,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,45.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,561.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,495.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,324.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,South Africa,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,60.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,Sleep,Geometric,525.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,SB,Geometric,508.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,LPA,Geometric,339.0
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Arithmetic,
"Dumuid, Maher, Lewis (2018)","Dumuid, Maher, Lewis (2018)",2018,Children,Kenya,ActiGraph,Accelorometer,"Australia, Brazil, Canada, China, Colombia, England, Finland, India, Kenya, Portugal, South Africa, and the United States (12 nations)",80,Objective only,MVPA,Geometric,67.0
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,Sleep,Arithmetic,
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,Sleep,Geometric,577.0
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,SB,Arithmetic,
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,SB,Geometric,630.0
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,LPA,Arithmetic,
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,LPA,Geometric,178.0
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,MVPA,Arithmetic,
"Talarico, Janssen (2018) ","Talarico, Janssen (2018) ",2018,Children,,Philips Respironics,Accelorometer,Canada,NR,Objective + Subjective,MVPA,Geometric,55.0
"Janurek, Abdel Hadi, Mojzisch (2018)","Janurek, Abdel Hadi, Mojzisch (2018)",2018,Adult,,ActiGraph,Accelorometer,Germany,30,Objective only,Sleep,Arithmetic,401.9
"Janurek, Abdel Hadi, Mojzisch (2018)","Janurek, Abdel Hadi, Mojzisch (2018)",2018,Adult,,ActiGraph,Accelorometer,Germany,30,Objective only,Sleep,Geometric,399.9
"Janurek, Abdel Hadi, Mojzisch (2018)","Janurek, Abdel Hadi, Mojzisch (2018)",2018,Adult,,ActiGraph,Accelorometer,Germany,30,Objective only,MVPA,Arithmetic,184.6
"Janurek, Abdel Hadi, Mojzisch (2018)","Janurek, Abdel Hadi, Mojzisch (2018)",2018,Adult,,ActiGraph,Accelorometer,Germany,30,Objective only,MVPA,Geometric,176.4
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,Sleep,Arithmetic,568.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,Sleep,Geometric,579.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,SB,Arithmetic,551.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,SB,Geometric,558.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,LPA,Arithmetic,250.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,LPA,Geometric,249.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,MVPA,Arithmetic,63.0
"Dumuid, Wake, Clifford (2019)","Dumuid, Wake, Clifford (2019)",2019,Children,,Activinsights,Accelorometer,Australia,50,Objective only,MVPA,Geometric,54.0
"Powell, Browne, Carson (2020)","Powell, Browne, Carson (2020)",2020,,,PAL Technologies,Accelorometer,Ireland,20,Objective only,Sleep,Arithmetic,
